"proj_id","team_size","budget","workload","completion_time","assigned_manager","tasks__id","tasks__description","tasks__status","tasks__person_assigned","tasks__due_date","tasks__estimated_duration"
"743","10","14500.02","medium","359","Erika Brown","1","Test algorithm","incomplete","Jonathan Miller","2024-12-05","3"
"","","","","","","2","Debug backend logic","incomplete","Christina Diaz","2024-12-05","7"
"","","","","","","3","Document user interface","incomplete","John Beasley","2024-12-05","4"
"744","5","11032.15","low","172","Nicole Lewis","1","Debug algorithm","complete","John Romero","2024-04-10","9"
"","","","","","","2","Document backend logic","incomplete","James Bartlett","2024-04-10","1"
"745","7","13132.01","medium","289","Tina Clark","1","Debug integration module","complete","David Miranda","2024-06-26","4"
"746","5","13986.35","low","155","Victoria Dunn","1","Design integration module","incomplete","Cristian Nguyen","2025-01-27","9"
"","","","","","","2","Design backend logic","complete","Jennifer Harrison","2025-01-27","3"
"","","","","","","3","Test user interface","complete","Jonathan Miller","2025-01-27","4"
"","","","","","","4","Optimize integration module","incomplete","Derrick Taylor","2025-01-27","8"
"747","2","12684.67","low","193","Elizabeth Thomas","1","Design algorithm","complete","Randall Banks","2024-03-17","8"
"","","","","","","2","Design integration module","complete","Curtis Brown","2024-03-17","10"
"748","8","11499.8","low","327","Mark Tanner","1","Document backend logic","incomplete","Rebecca Ward","2024-04-06","1"
"","","","","","","2","Debug integration module","incomplete","Robert Garcia","2024-04-06","8"
"","","","","","","3","Implement database schema","incomplete","Willie Daniels","2024-04-06","9"
"","","","","","","4","Document database schema","incomplete","Amber Glover","2024-04-06","9"
"749","4","11705.71","high","317","Daniel Romero","1","Implement algorithm","complete","David Moses","2024-07-16","6"
"","","","","","","2","Debug algorithm","complete","Rhonda White","2024-07-16","3"
"","","","","","","3","Debug database schema","complete","Natasha Flores","2024-07-16","8"
"","","","","","","4","Document integration module","complete","Briana Hayes","2024-07-16","4"
"750","2","13814.26","low","187","Daniel Romero","1","Optimize algorithm","complete","Natasha Rodriguez","2024-07-14","5"
"","","","","","","2","Implement integration module","complete","Nathaniel Moore","2024-07-14","6"
"","","","","","","3","Implement algorithm","complete","Stephanie West","2024-07-14","3"
"751","10","13312.95","medium","294","Megan Carpenter","1","Document database schema","complete","Rebecca Ward","2025-01-08","5"
"","","","","","","2","Test database schema","complete","Michael White","2025-01-08","5"
"","","","","","","3","Document database schema","incomplete","Kathryn May","2025-01-08","8"
"","","","","","","4","Debug integration module","incomplete","Margaret Peterson","2025-01-08","7"
"752","1","13811.11","medium","58","Marc Marquez","1","Test user interface","complete","Howard Murphy","2024-08-08","4"
"","","","","","","2","Document database schema","incomplete","Samantha Arnold","2024-08-08","6"
"753","1","11609.23","medium","196","George Shannon","1","Optimize integration module","incomplete","Justin Hayes","2024-11-21","5"
"","","","","","","2","Design backend logic","complete","Gregory Wright","2024-11-21","6"
"754","8","14707.47","high","270","Sheila Weiss","1","Document algorithm","complete","Jeremy Gamble","2025-01-11","5"
"","","","","","","2","Optimize algorithm","complete","Paul Watson","2025-01-11","2"
"","","","","","","3","Document database schema","incomplete","David Miranda","2025-01-11","9"
"","","","","","","4","Debug database schema","complete","Brandon Ramirez","2025-01-11","8"
"755","3","14404.25","low","196","Rita Price","1","Optimize database schema","complete","Cindy Martinez","2024-09-07","9"
"","","","","","","2","Debug backend logic","incomplete","Donald Ramos","2024-09-07","10"
"756","9","13813.94","medium","315","Brandon Harris","1","Design database schema","incomplete","Shawn Morris","2024-07-07","8"
"757","4","10920.7","medium","146","Erin Hale","1","Document database schema","incomplete","Curtis Brown","2024-08-12","10"
"","","","","","","2","Design backend logic","complete","Bradley Taylor","2024-08-12","7"
"","","","","","","3","Debug algorithm","complete","Robert Ponce","2024-08-12","9"
"758","1","14564.91","high","221","James Hood","1","Optimize database schema","incomplete","Julie Miller","2024-11-24","5"
"","","","","","","2","Test user interface","complete","Robert Taylor","2024-11-24","10"
"","","","","","","3","Optimize user interface","complete","Michael Phillips","2024-11-24","9"
"","","","","","","4","Optimize algorithm","complete","Donald Ramos","2024-11-24","2"
"759","7","14088.78","medium","261","Margaret Clayton","1","Implement integration module","incomplete","Brian Becker","2024-04-26","8"
"","","","","","","2","Document algorithm","complete","Joshua Huynh","2024-04-26","7"
"","","","","","","3","Test user interface","incomplete","Robert Taylor","2024-04-26","1"
"760","1","11126.15","medium","107","Gary Moss","1","Debug backend logic","incomplete","Lynn Smith","2024-06-02","10"
"","","","","","","2","Implement backend logic","complete","Robin Zamora","2024-06-02","5"
"","","","","","","3","Design user interface","complete","William Perez","2024-06-02","3"
"761","9","11742.6","low","197","Patricia Thomas","1","Test backend logic","incomplete","Valerie Stephens","2024-06-05","5"
"","","","","","","2","Implement database schema","complete","Natasha Sloan","2024-06-05","3"
"762","8","10615.55","medium","43","Pamela Craig","1","Debug algorithm","incomplete","Keith Li","2024-05-25","4"
"","","","","","","2","Debug integration module","complete","Wendy Cummings","2024-05-25","2"
"","","","","","","3","Optimize integration module","complete","David Mccullough","2024-05-25","3"
"","","","","","","4","Implement user interface","incomplete","Kelli Rivera","2024-05-25","10"
"763","6","13748.41","medium","242","Debra Mcdaniel","1","Test algorithm","incomplete","Paul Hurst","2024-05-26","9"
"764","2","14724.48","low","33","Ricardo Hill","1","Test database schema","incomplete","Cassandra Hogan","2024-09-11","2"
"","","","","","","2","Document database schema","complete","Michael Skinner","2024-09-11","2"
"","","","","","","3","Document algorithm","incomplete","Peggy Young","2024-09-11","1"
"","","","","","","4","Document database schema","complete","Samantha Martinez","2024-09-11","3"
"765","4","10886.79","low","95","Brandon Harris","1","Debug user interface","complete","Matthew Hill","2024-04-28","10"
"","","","","","","2","Document database schema","incomplete","Tiffany Dunn","2024-04-28","10"
"766","7","14116.25","medium","118","Robert Allen","1","Document backend logic","incomplete","Gregory Martin","2024-10-31","2"
"","","","","","","2","Design algorithm","complete","John Graham","2024-10-31","5"
"767","7","13126.56","medium","348","Patricia Thomas","1","Design algorithm","complete","Steven Beck","2024-02-23","3"
"768","7","10232.5","medium","336","Taylor Delgado","1","Design user interface","incomplete","Stephanie West","2024-11-03","4"
"","","","","","","2","Debug user interface","complete","Michael Phillips","2024-11-03","8"
"769","8","14916.84","high","255","Thomas Weaver","1","Debug algorithm","incomplete","Katelyn Walker","2024-12-13","3"
"770","6","13281.87","medium","344","Edward Owen","1","Document integration module","complete","Stephen Graham","2024-03-29","3"
"","","","","","","2","Optimize backend logic","complete","Ronald Shea","2024-03-29","4"
"","","","","","","3","Design user interface","incomplete","Jacqueline Anderson","2024-03-29","5"
"","","","","","","4","Design backend logic","complete","Philip Ferrell","2024-03-29","5"
"771","3","13650.15","medium","198","Anna Webster","1","Implement database schema","incomplete","Vernon Johnson","2024-10-02","6"
"","","","","","","2","Implement integration module","complete","Samantha Arnold","2024-10-02","7"
"","","","","","","3","Design backend logic","complete","Willie Daniels","2024-10-02","1"
"772","3","13173.15","low","112","Adam Armstrong","1","Debug algorithm","incomplete","Joseph Wade","2024-07-23","4"
"773","10","12028.28","low","262","Chase Welch","1","Document database schema","incomplete","Brenda Young","2024-06-22","6"
"","","","","","","2","Test database schema","incomplete","Kristen Williams","2024-06-22","9"
"","","","","","","3","Document user interface","incomplete","Howard Murphy","2024-06-22","9"
"","","","","","","4","Design database schema","incomplete","Virginia Mayo","2024-06-22","1"
"774","9","10631.14","low","264","Jessica Costa","1","Test database schema","incomplete","Angela Smith","2024-04-10","7"
"","","","","","","2","Design integration module","complete","Candice Hunt","2024-04-10","7"
"","","","","","","3","Implement backend logic","complete","Rhonda White","2024-04-10","1"
"775","4","13667.06","medium","299","Nicole Lewis","1","Test integration module","complete","Lynn Smith","2024-04-26","9"
"776","3","11872.36","low","114","Elizabeth Thomas","1","Document backend logic","incomplete","Olivia Aguilar","2024-12-29","4"
"","","","","","","2","Design algorithm","incomplete","Jennifer Harrison","2024-12-29","7"
"777","9","14860.04","medium","269","Patricia Thomas","1","Design database schema","incomplete","Laurie Phillips","2024-04-18","4"
"","","","","","","2","Optimize integration module","complete","Sarah Smith","2024-04-18","1"
"","","","","","","3","Debug backend logic","complete","Kelli Rivera","2024-04-18","8"
"778","3","13822.96","low","230","Amanda Baker","1","Optimize backend logic","complete","Elizabeth Riddle","2025-01-04","6"
"","","","","","","2","Implement database schema","complete","Brian Becker","2025-01-04","7"
"","","","","","","3","Document integration module","complete","Austin Knox","2025-01-04","4"
"","","","","","","4","Implement database schema","incomplete","Brittany Meyers","2025-01-04","1"
"779","2","12603.1","high","82","Rita Price","1","Document algorithm","incomplete","Natasha Sloan","2024-12-26","2"
"","","","","","","2","Document integration module","incomplete","Brittany King","2024-12-26","3"
"","","","","","","3","Document database schema","incomplete","Brian Becker","2024-12-26","1"
"","","","","","","4","Test user interface","incomplete","Steven Conley","2024-12-26","7"
"780","10","10842.28","high","279","David Johnson","1","Design user interface","incomplete","Jonathan Miller","2024-07-07","4"
"","","","","","","2","Debug algorithm","incomplete","Penny Swanson","2024-07-07","1"
"781","2","14325.84","medium","171","Gary Moss","1","Document database schema","incomplete","Felicia Parker","2025-01-01","2"
"","","","","","","2","Design algorithm","complete","John Beasley","2025-01-01","10"
"","","","","","","3","Implement integration module","incomplete","Stephen Graham","2025-01-01","5"
"782","2","14986.51","high","279","George Shannon","1","Optimize algorithm","complete","Paul Watson","2024-12-15","10"
"","","","","","","2","Optimize user interface","complete","Gregory Wright","2024-12-15","2"
"","","","","","","3","Implement database schema","incomplete","Kristen Jones","2024-12-15","7"
"","","","","","","4","Document user interface","incomplete","Glen Page","2024-12-15","8"
"783","8","12866.72","high","49","Adam Armstrong","1","Design backend logic","complete","Tanner Dickson","2024-12-26","1"
"","","","","","","2","Test user interface","incomplete","Willie Daniels","2024-12-26","7"
"","","","","","","3","Document algorithm","incomplete","Ethan Lewis","2024-12-26","6"
"","","","","","","4","Test database schema","complete","Kimberly Cruz","2024-12-26","5"
"784","8","13918.55","medium","264","Joseph Parker","1","Implement backend logic","incomplete","Natasha Rodriguez","2024-12-30","7"
"","","","","","","2","Test backend logic","incomplete","Olivia Aguilar","2024-12-30","2"
"","","","","","","3","Test integration module","complete","Kathryn May","2024-12-30","6"
"785","5","10506.49","high","76","Elizabeth Thomas","1","Debug backend logic","incomplete","Brittany Baker","2024-09-03","4"
"","","","","","","2","Document algorithm","incomplete","Virginia Mayo","2024-09-03","6"
"","","","","","","3","Test backend logic","complete","Cathy Wood","2024-09-03","6"
"786","1","10557.4","high","188","Daniel Romero","1","Optimize integration module","complete","Kelli Rivera","2025-02-01","7"
"","","","","","","2","Document user interface","complete","Carmen Oneal","2025-02-01","2"
"","","","","","","3","Document integration module","incomplete","Michael Phillips","2025-02-01","5"
"787","3","13579.44","high","211","Adam Armstrong","1","Document database schema","complete","Scott Norris","2024-04-17","6"
"","","","","","","2","Debug user interface","complete","Kevin Ferguson","2024-04-17","9"
"","","","","","","3","Document database schema","complete","Robin Zamora","2024-04-17","8"
"","","","","","","4","Document backend logic","complete","Kevin Ferguson","2024-04-17","4"
"788","8","13239.48","low","104","Jason Lee","1","Optimize algorithm","incomplete","Brandy Kennedy","2024-07-09","7"
"","","","","","","2","Optimize integration module","complete","Marvin Long","2024-07-09","7"
"789","3","14239.52","high","234","Elizabeth Thomas","1","Test database schema","incomplete","Bradley Taylor","2024-11-29","7"
"","","","","","","2","Test backend logic","incomplete","Brandon Ramirez","2024-11-29","9"
"","","","","","","3","Design backend logic","incomplete","John Romero","2024-11-29","4"
"","","","","","","4","Optimize backend logic","complete","Jade Herrera","2024-11-29","9"
"790","8","12676.8","low","339","Victoria Dunn","1","Test integration module","complete","Denise Richardson","2024-08-05","8"
"","","","","","","2","Debug algorithm","incomplete","Carmen Oneal","2024-08-05","2"
"791","3","10110.58","medium","316","Stacy Watts","1","Document backend logic","complete","Randall Banks","2024-03-09","6"
"","","","","","","2","Document database schema","incomplete","Natasha Flores","2024-03-09","1"
"","","","","","","3","Optimize algorithm","incomplete","Pamela Cruz","2024-03-09","3"
"792","7","11076.02","medium","188","Henry Carr","1","Implement integration module","incomplete","Steven Beck","2025-01-30","3"
"","","","","","","2","Optimize integration module","incomplete","Natasha Rodriguez","2025-01-30","1"
"","","","","","","3","Design database schema","complete","Nathaniel Moore","2025-01-30","2"
"793","10","10318.14","medium","112","Taylor Delgado","1","Implement backend logic","complete","Gene Robbins","2024-05-18","8"
"","","","","","","2","Design database schema","complete","Karen Hansen","2024-05-18","2"
"794","7","12870.01","high","228","Marc Marquez","1","Test backend logic","complete","Shawn Morris","2024-08-22","5"
"","","","","","","2","Implement algorithm","incomplete","Heather Figueroa","2024-08-22","8"
"","","","","","","3","Implement database schema","incomplete","Michael Phillips","2024-08-22","4"
"","","","","","","4","Test user interface","incomplete","James Bartlett","2024-08-22","8"
"795","2","12619.34","low","340","Carol Mccann","1","Test user interface","complete","Kimberly Cruz","2024-11-20","1"
"796","9","10062.89","medium","226","Randall Jones","1","Implement backend logic","incomplete","Stephen Brown","2024-02-23","3"
"","","","","","","2","Implement database schema","complete","Jade Herrera","2024-02-23","3"
"","","","","","","3","Test integration module","complete","Gene Robbins","2024-02-23","8"
"797","3","12536.64","medium","45","Chase Welch","1","Test user interface","incomplete","Katelyn Walker","2024-02-28","3"
"798","10","12592.44","low","284","Debra Mcdaniel","1","Test algorithm","incomplete","Nathaniel Moore","2024-12-13","8"
"","","","","","","2","Document integration module","complete","Deborah Nelson","2024-12-13","6"
"799","4","11828.47","low","281","Debra Mcdaniel","1","Design algorithm","complete","John Romero","2024-09-02","9"
"800","2","13317.56","medium","299","Katrina Wilson","1","Optimize backend logic","incomplete","Kelli Rivera","2024-11-29","6"
"","","","","","","2","Debug backend logic","incomplete","Carolyn Wright","2024-11-29","7"
"","","","","","","3","Debug algorithm","complete","Collin Hunter","2024-11-29","8"
"","","","","","","4","Debug user interface","incomplete","Brenda Davis","2024-11-29","9"
"801","8","13048.32","medium","284","Rita Price","1","Design backend logic","complete","Joshua Huynh","2024-07-05","5"
"802","10","13739.26","high","307","Robert Allen","1","Design integration module","complete","Gregory Martin","2025-01-02","1"
"","","","","","","2","Debug backend logic","incomplete","Elizabeth Gordon","2025-01-02","9"
"","","","","","","3","Document algorithm","complete","Lisa Brown","2025-01-02","9"
"803","6","13405.67","low","139","Tyler Turner","1","Document database schema","complete","Ronald Shea","2024-09-30","4"
"","","","","","","2","Implement integration module","complete","Stephen Graham","2024-09-30","1"
"804","7","11030.15","high","89","Paul Webb","1","Test backend logic","incomplete","Jacqueline Anderson","2024-02-11","4"
"","","","","","","2","Debug user interface","complete","Leslie Moss","2024-02-11","3"
"805","10","11230.87","high","162","Mark Tanner","1","Document database schema","incomplete","Wendy Cummings","2025-01-22","1"
"","","","","","","2","Debug algorithm","incomplete","Erik Clark","2025-01-22","4"
"","","","","","","3","Debug database schema","complete","Rebecca Ward","2025-01-22","7"
"806","1","13480.01","medium","95","Edward Owen","1","Document user interface","complete","Brian Becker","2025-01-27","3"
"","","","","","","2","Design backend logic","incomplete","Jeffrey Carter","2025-01-27","3"
"807","5","14776.59","high","233","Paul Webb","1","Optimize database schema","complete","Amber Glover","2024-11-09","2"
"","","","","","","2","Implement user interface","incomplete","Leslie Friedman","2024-11-09","4"
"","","","","","","3","Optimize user interface","incomplete","Angela Smith","2024-11-09","8"
"808","2","10557.03","low","228","Robert Allen","1","Debug integration module","incomplete","Marcia Moody","2024-03-22","8"
"809","3","12210.12","low","287","Rita Price","1","Test user interface","complete","Ann Mullins","2024-05-15","3"
"","","","","","","2","Test backend logic","incomplete","Briana Hayes","2024-05-15","8"
"810","4","14507.81","low","230","Ricardo Hill","1","Design backend logic","complete","Paul Hurst","2024-04-27","4"
"","","","","","","2","Document algorithm","complete","Kathryn May","2024-04-27","8"
"","","","","","","3","Implement integration module","incomplete","Stephen Brown","2024-04-27","9"
"811","3","10716.82","medium","59","Jessica Costa","1","Optimize integration module","complete","Austin Ellis","2025-01-24","10"
"812","3","13620.4","medium","219","Sheila Weiss","1","Implement user interface","incomplete","James Armstrong","2024-04-22","1"
"813","10","10292.09","medium","320","Jessica Costa","1","Optimize user interface","complete","James Hernandez","2024-06-02","8"
"814","10","13223.95","medium","345","Ricardo Hill","1","Debug integration module","incomplete","Kimberly Cruz","2024-09-26","6"
"","","","","","","2","Debug algorithm","complete","Heather Baker","2024-09-26","8"
"815","9","14397.22","low","103","Paul Webb","1","Test backend logic","incomplete","Natasha Giles","2024-12-31","1"
"","","","","","","2","Test backend logic","complete","Stephanie Murphy","2024-12-31","8"
"816","7","13553.43","high","146","Adam Armstrong","1","Debug algorithm","incomplete","Tiffany Dunn","2024-04-13","8"
"","","","","","","2","Debug algorithm","incomplete","Sarah Smith","2024-04-13","8"
"","","","","","","3","Test database schema","incomplete","Richard Davies","2024-04-13","3"
"817","9","11029.58","low","127","Katrina Wilson","1","Optimize algorithm","incomplete","Catherine Caldwell","2024-05-18","5"
"","","","","","","2","Debug backend logic","incomplete","Bobby Jones","2024-05-18","2"
"","","","","","","3","Document algorithm","incomplete","Brittany King","2024-05-18","10"
"818","7","10254.43","low","202","George Shannon","1","Debug backend logic","incomplete","Lindsey Horton","2024-04-29","1"
"","","","","","","2","Implement algorithm","complete","Matthew Hill","2024-04-29","5"
"","","","","","","3","Document integration module","complete","Erika Warren","2024-04-29","7"
"","","","","","","4","Implement backend logic","incomplete","Robert Taylor","2024-04-29","6"
"819","8","11228.49","high","96","David Johnson","1","Optimize integration module","complete","Nathaniel Moore","2024-10-15","2"
"","","","","","","2","Design user interface","complete","Natasha Flores","2024-10-15","1"
"","","","","","","3","Design database schema","incomplete","Steven Beck","2024-10-15","4"
"820","3","14789.78","medium","63","Kyle Freeman","1","Debug algorithm","incomplete","Kenneth Huffman","2024-12-24","3"
"","","","","","","2","Test user interface","complete","Kenneth Zavala","2024-12-24","3"
"","","","","","","3","Debug user interface","incomplete","John Graham","2024-12-24","3"
"821","9","12761.61","medium","173","Joseph Parker","1","Implement algorithm","complete","Samantha Arnold","2024-06-15","1"
"822","3","14401.16","medium","224","Megan Carpenter","1","Document database schema","incomplete","Anthony Ruiz","2024-05-06","10"
"823","10","10909.17","low","281","Edward Owen","1","Design database schema","complete","Mackenzie Thomas","2024-11-25","3"
"","","","","","","2","Optimize database schema","incomplete","Carolyn Wright","2024-11-25","3"
"","","","","","","3","Document backend logic","incomplete","David Moses","2024-11-25","5"
"824","2","11773.56","medium","38","Chase Welch","1","Test database schema","complete","Anna Mendez","2024-12-07","9"
"","","","","","","2","Optimize user interface","incomplete","Jennifer Harrison","2024-12-07","6"
"","","","","","","3","Design backend logic","incomplete","Dana Evans","2024-12-07","5"
"","","","","","","4","Debug database schema","complete","Steven Sharp","2024-12-07","5"
"825","8","13297.05","medium","312","Sheila Weiss","1","Optimize user interface","incomplete","Sarah Mccormick","2024-04-15","7"
"826","4","14522.67","medium","228","Sheila Weiss","1","Debug database schema","incomplete","Tanner Johnson","2025-01-29","9"
"","","","","","","2","Debug database schema","complete","Helen Fletcher","2025-01-29","6"
"","","","","","","3","Test integration module","complete","Kaitlyn Mayer","2025-01-29","8"
"827","5","11333.36","medium","73","Edward Owen","1","Implement user interface","complete","Brandy Kennedy","2024-07-21","2"
"828","3","11866.94","low","322","Kimberly Crawford","1","Document user interface","incomplete","Pamela Heath","2024-03-24","10"
"829","2","10781.22","high","265","Elizabeth Thomas","1","Design user interface","complete","Nathaniel Moore","2024-07-27","4"
"830","2","10927.87","high","76","Jason Lee","1","Design user interface","incomplete","Tiffany Dunn","2024-09-17","6"
"","","","","","","2","Optimize backend logic","incomplete","Jennifer Harrison","2024-09-17","4"
"831","8","13027.29","low","270","Paul Webb","1","Implement integration module","complete","Brittany Meyers","2025-01-20","2"
"832","3","14870.95","medium","103","Henry Carr","1","Design user interface","complete","Kathleen Wright","2024-11-29","3"
"","","","","","","2","Implement backend logic","incomplete","Rebecca Garcia","2024-11-29","10"
"833","5","13007.77","high","357","Paul Webb","1","Test backend logic","complete","Robert Garcia","2024-05-30","5"
"","","","","","","2","Implement user interface","complete","Amber Glover","2024-05-30","2"
"","","","","","","3","Test user interface","incomplete","Stephen Graham","2024-05-30","2"
"","","","","","","4","Document algorithm","complete","Darren Gill","2024-05-30","2"
"834","6","12940.69","medium","340","Bailey Hall","1","Test algorithm","incomplete","Karen Hansen","2024-03-13","8"
"","","","","","","2","Debug database schema","incomplete","Brandon Ramirez","2024-03-13","6"
"","","","","","","3","Document backend logic","complete","Randy Garcia","2024-03-13","10"
"835","3","10213.5","medium","239","Erin Hale","1","Debug algorithm","incomplete","Collin Hunter","2024-10-02","3"
"","","","","","","2","Document algorithm","incomplete","Sara Strong","2024-10-02","1"
"","","","","","","3","Test algorithm","complete","Shawn Morris","2024-10-02","7"
"836","6","10069.75","high","118","Erika Brown","1","Design user interface","incomplete","Justin Hayes","2024-12-08","8"
"","","","","","","2","Test database schema","complete","Cindy Martinez","2024-12-08","1"
"837","8","11961.16","medium","311","Robert Marshall","1","Optimize algorithm","incomplete","Laura Smith","2024-06-04","7"
"","","","","","","2","Debug user interface","incomplete","Stephanie West","2024-06-04","2"
"838","2","14764.75","high","274","Nicole Lewis","1","Optimize algorithm","complete","Marie Gonzalez","2024-07-06","7"
"","","","","","","2","Design database schema","complete","Jeffrey Carter","2024-07-06","6"
"839","5","13420.29","medium","343","Jessica Costa","1","Test database schema","incomplete","Joshua Huynh","2024-12-11","3"
"","","","","","","2","Optimize algorithm","complete","Brandon Ramirez","2024-12-11","1"
"840","8","11850.04","low","137","Patricia Thomas","1","Document algorithm","incomplete","Troy Simon","2025-01-26","9"
"","","","","","","2","Optimize database schema","complete","Briana Hayes","2025-01-26","3"
"841","6","13907.98","high","147","Anna Webster","1","Debug integration module","incomplete","Deborah Thompson","2024-12-08","1"
"","","","","","","2","Optimize user interface","incomplete","Troy Simon","2024-12-08","3"
"842","10","11608.27","high","281","Erin Hale","1","Debug algorithm","complete","Stephen Brown","2024-12-13","5"
"","","","","","","2","Implement database schema","complete","Pamela Cruz","2024-12-13","8"
"","","","","","","3","Implement user interface","incomplete","Deborah Thompson","2024-12-13","6"
"843","10","12412.77","low","169","Patricia Thomas","1","Optimize backend logic","complete","Kimberly Reese","2024-10-14","10"
"","","","","","","2","Design database schema","complete","Kimberly Reese","2024-10-14","4"
"","","","","","","3","Optimize database schema","complete","Christina Diaz","2024-10-14","7"
"844","7","13503.23","low","182","Gary Moss","1","Design user interface","incomplete","Samantha Olson","2024-05-23","2"
"","","","","","","2","Debug backend logic","incomplete","Brandon Ramirez","2024-05-23","7"
"845","9","10784.89","medium","190","Tyler Turner","1","Implement integration module","incomplete","Samantha Martinez","2024-06-28","5"
"","","","","","","2","Optimize backend logic","incomplete","John Graham","2024-06-28","1"
"","","","","","","3","Design database schema","incomplete","Austin Knox","2024-06-28","6"
"","","","","","","4","Test algorithm","complete","Sara Strong","2024-06-28","7"
"846","6","11977.69","medium","343","David Johnson","1","Optimize integration module","complete","Rebecca Garcia","2024-02-26","9"
"","","","","","","2","Document backend logic","incomplete","David Miranda","2024-02-26","2"
"","","","","","","3","Implement backend logic","complete","Stephen Brown","2024-02-26","9"
"847","3","14700.61","low","77","David Johnson","1","Design algorithm","incomplete","Mackenzie Thomas","2024-08-11","2"
"","","","","","","2","Debug integration module","complete","Stephen Graham","2024-08-11","9"
"","","","","","","3","Document algorithm","complete","Erik Clark","2024-08-11","9"
"848","2","14071.82","medium","111","Jessica Costa","1","Design integration module","complete","Marcia Moody","2024-06-21","1"
"","","","","","","2","Document backend logic","incomplete","Robin Koch","2024-06-21","1"
"849","1","11095.0","low","108","Thomas Weaver","1","Debug algorithm","complete","Rebecca Garcia","2024-10-22","9"
"","","","","","","2","Test algorithm","complete","Kristen Jones","2024-10-22","7"
"","","","","","","3","Design user interface","complete","William Ray","2024-10-22","10"
"850","1","11044.18","high","281","Jason Lee","1","Test integration module","complete","Kelly Powell","2024-08-05","7"
"851","4","10761.28","low","351","Margaret Clayton","1","Optimize database schema","incomplete","Christian Weaver","2024-12-23","3"
"","","","","","","2","Optimize database schema","incomplete","Valerie Stephens","2024-12-23","4"
"","","","","","","3","Test algorithm","complete","Dennis Nichols","2024-12-23","5"
"852","8","10144.09","high","292","Rita Price","1","Design user interface","incomplete","Kristen Williams","2024-09-03","2"
"","","","","","","2","Implement backend logic","incomplete","Erika Warren","2024-09-03","4"
"853","10","14089.3","medium","267","Carol Mccann","1","Test backend logic","complete","Rebecca Snyder","2025-01-05","5"
"","","","","","","2","Implement backend logic","incomplete","John Beasley","2025-01-05","4"
"854","8","14733.98","medium","197","Erin Hale","1","Debug integration module","incomplete","Jeffrey Carter","2024-08-27","4"
"","","","","","","2","Optimize user interface","complete","Michelle Hobbs","2024-08-27","1"
"855","10","10250.14","low","170","Jason Lee","1","Document integration module","complete","Steven Conley","2024-07-13","2"
"","","","","","","2","Test backend logic","complete","Lisa Brown","2024-07-13","7"
"","","","","","","3","Test user interface","incomplete","Gregory Martin","2024-07-13","7"
"","","","","","","4","Design database schema","complete","Charles Ferguson","2024-07-13","2"
"856","5","10709.19","medium","134","Jessica Costa","1","Implement user interface","complete","Ashley Newton","2024-12-30","2"
"857","4","12276.22","high","315","Robert Marshall","1","Optimize algorithm","complete","Kathleen Wright","2024-06-26","3"
"858","4","10325.79","high","223","James Hood","1","Debug algorithm","complete","Stephanie Murphy","2024-02-28","1"
"","","","","","","2","Design user interface","incomplete","Robert Taylor","2024-02-28","5"
"","","","","","","3","Debug backend logic","incomplete","Kaitlyn Mayer","2024-02-28","1"
"","","","","","","4","Test backend logic","complete","Tanner Dickson","2024-02-28","8"
"859","1","14979.19","low","318","Mark Tanner","1","Document user interface","incomplete","Natasha Sloan","2024-11-21","6"
"","","","","","","2","Optimize database schema","incomplete","Donald Ramos","2024-11-21","8"
"","","","","","","3","Implement database schema","incomplete","Randy Garcia","2024-11-21","9"
"","","","","","","4","Implement database schema","incomplete","Brittany King","2024-11-21","7"
"860","3","12901.06","medium","269","Thomas Lopez","1","Debug integration module","incomplete","Darren Gill","2024-07-07","6"
"","","","","","","2","Design integration module","incomplete","Stephanie Murphy","2024-07-07","3"
"861","6","14623.6","high","268","Pamela Craig","1","Test integration module","complete","Adam Massey","2024-11-11","10"
"","","","","","","2","Optimize backend logic","complete","Briana Hayes","2024-11-11","4"
"862","7","10408.72","medium","87","Daniel Romero","1","Design integration module","complete","Jonathan Miller","2024-11-13","5"
"863","9","13323.18","low","146","Bailey Hall","1","Design database schema","incomplete","Jeffrey Carter","2025-02-06","9"
"","","","","","","2","Optimize algorithm","complete","Leslie Friedman","2025-02-06","10"
"","","","","","","3","Document algorithm","complete","Tiffany Clark","2025-02-06","4"
"864","8","10778.51","high","126","Anna Webster","1","Implement user interface","incomplete","Stephen Graham","2024-02-09","4"
"865","7","11514.29","low","307","Elizabeth Thomas","1","Design user interface","incomplete","Brenda Davis","2024-03-29","2"
"","","","","","","2","Implement user interface","complete","Tiffany Dunn","2024-03-29","5"
"866","8","14755.06","medium","213","Edward Owen","1","Optimize database schema","incomplete","Tanner Johnson","2024-09-02","7"
"867","6","11042.24","medium","347","Emily Ball","1","Debug user interface","incomplete","Jane Porter","2024-10-10","6"
"868","6","10155.2","high","272","Ricardo Hill","1","Document integration module","incomplete","Helen Fletcher","2024-11-10","8"
"869","1","11899.84","medium","74","Megan Carpenter","1","Implement user interface","incomplete","John Payne","2024-06-17","7"
"870","6","11206.89","medium","47","Patricia Thomas","1","Optimize algorithm","complete","Justin Hayes","2024-07-16","1"
"","","","","","","2","Implement integration module","complete","James Armstrong","2024-07-16","9"
"","","","","","","3","Design integration module","complete","Brittany Meyers","2024-07-16","8"
"","","","","","","4","Document integration module","incomplete","Samantha Martinez","2024-07-16","9"
